a,b,c,ab,bc,ac,abc
0,115,276,13225,89401,76176,89401
0,117,156,13689,38025,24336,38025
0,117,240,13689,71289,57600,71289
0,117,520,13689,284089,270400,284089
0,119,120,14161,28561,14400,28561
0,119,408,14161,180625,166464,180625
0,120,126,14400,30276,15876,30276
0,120,160,14400,40000,25600,40000
0,120,182,14400,47524,33124,47524
0,120,209,14400,58081,43681,58081
0,120,225,14400,65025,50625,65025
0,120,288,14400,97344,82944,97344
0,120,350,14400,136900,122500,136900
0,120,391,14400,167281,152881,167281
0,120,442,14400,209764,195364,209764
0,120,594,14400,367236,352836,367236
0,123,164,15129,42025,26896,42025
0,125,300,15625,105625,90000,105625
0,126,168,15876,44100,28224,44100
0,126,432,15876,202500,186624,202500
0,126,560,15876,329476,313600,329476
0,128,240,16384,73984,57600,73984
0,128,504,16384,270400,254016,270400
0,129,172,16641,46225,29584,46225
0,130,144,16900,37636,20736,37636
0,130,312,16900,114244,97344,114244
0,132,176,17424,48400,30976,48400
0,132,224,17424,67600,50176,67600
0,132,351,17424,140625,123201,140625
0,132,385,17424,165649,148225,165649
0,132,475,17424,243049,225625,243049
0,133,156,17689,42025,24336,42025
0,133,456,17689,225625,207936,225625
0,135,180,18225,50625,32400,50625
0,135,324,18225,123201,104976,123201
0,135,352,18225,142129,123904,142129
0,136,255,18496,83521,65025,83521
0,136,273,18496,93025,74529,93025
0,136,570,18496,343396,324900,343396
0,138,184,19044,52900,33856,52900
0,138,520,19044,289444,270400,289444
0,140,147,19600,41209,21609,41209
0,140,171,19600,48841,29241,48841
0,140,225,19600,70225,50625,70225
0,140,336,19600,132496,112896,132496
0,140,480,19600,250000,230400,250000
0,141,188,19881,55225,35344,55225
0,144,165,20736,47961,27225,47961
0,144,192,20736,57600,36864,57600
0,144,270,20736,93636,72900,93636
0,144,308,20736,115600,94864,115600
0,144,420,20736,197136,176400,197136
0,144,567,20736,342225,321489,342225
0,145,348,21025,142129,121104,142129
0,145,408,21025,187489,166464,187489
0,147,196,21609,60025,38416,60025
0,147,504,21609,275625,254016,275625
0,150,200,22500,62500,40000,62500
0,150,360,22500,152100,129600,152100
0,152,285,23104,104329,81225,104329
0,152,345,23104,142129,119025,142129
0,153,204,23409,65025,41616,65025
0,153,420,23409,199809,176400,199809
0,154,528,23716,302500,278784,302500
0,155,372,24025,162409,138384,162409
0,155,468,24025,243049,219024,243049
0,156,208,24336,67600,43264,67600
0,156,320,24336,126736,102400,126736
0,156,455,24336,231361,207025,231361
0,156,495,24336,269361,245025,269361
0,159,212,25281,70225,44944,70225
0,160,168,25600,53824,28224,53824
0,160,231,25600,78961,53361,78961
0,160,300,25600,115600,90000,115600
0,160,384,25600,173056,147456,173056
0,161,240,25921,83521,57600,83521
0,161,552,25921,330625,304704,330625
0,162,216,26244,72900,46656,72900
0,165,220,27225,75625,48400,75625
0,165,280,27225,105625,78400,105625
0,165,396,27225,184041,156816,184041
0,165,532,27225,310249,283024,310249
0,168,224,28224,78400,50176,78400
0,168,270,28224,101124,72900,101124
0,168,315,28224,127449,99225,127449
0,168,374,28224,168100,139876,168100
0,168,425,28224,208849,180625,208849
0,168,490,28224,268324,240100,268324
0,168,576,28224,360000,331776,360000
0,170,264,28900,98596,69696,98596
0,170,408,28900,195364,166464,195364
0,171,228,29241,81225,51984,81225
0,171,528,29241,308025,278784,308025
0,174,232,30276,84100,53824,84100
0,175,288,30625,113569,82944,113569
0,175,420,30625,207025,176400,207025
0,176,210,30976,75076,44100,75076
0,176,330,30976,139876,108900,139876
0,176,468,30976,250000,219024,250000
0,177,236,31329,87025,55696,87025
0,180,189,32400,68121,35721,68121
0,180,240,32400,90000,57600,90000
0,180,273,32400,106929,74529,106929
0,180,299,32400,121801,89401,121801
0,180,385,32400,180625,148225,180625
0,180,432,32400,219024,186624,219024
0,180,525,32400,308025,275625,308025
0,183,244,33489,93025,59536,93025
0,184,345,33856,152881,119025,152881
0,184,513,33856,297025,263169,297025
0,185,444,34225,231361,197136,231361
0,186,248,34596,96100,61504,96100
0,189,252,35721,99225,63504,99225
0,189,340,35721,151321,115600,151321
0,190,336,36100,148996,112896,148996
0,190,456,36100,244036,207936,244036
0,192,220,36864,85264,48400,85264
0,192,256,36864,102400,65536,102400
0,192,360,36864,166464,129600,166464
0,192,494,36864,280900,244036,280900
0,192,560,36864,350464,313600,350464
0,195,216,38025,84681,46656,84681
0,195,260,38025,105625,67600,105625
0,195,400,38025,198025,160000,198025
0,195,468,38025,257049,219024,257049
0,196,315,38416,137641,99225,137641
0,198,264,39204,108900,69696,108900
0,198,336,39204,152100,112896,152100
0,200,210,40000,84100,44100,84100
0,200,375,40000,180625,140625,180625
0,200,480,40000,270400,230400,270400
0,201,268,40401,112225,71824,112225
0,203,396,41209,198025,156816,198025
0,204,253,41616,105625,64009,105625
0,204,272,41616,115600,73984,115600
0,204,560,41616,355216,313600,355216
0,204,595,41616,395641,354025,395641
0,205,492,42025,284089,242064,284089
0,207,224,42849,93025,50176,93025
0,207,276,42849,119025,76176,119025
0,208,306,43264,136900,93636,136900
0,208,390,43264,195364,152100,195364
0,210,280,44100,122500,78400,122500
0,210,416,44100,217156,173056,217156
0,210,504,44100,298116,254016,298116
0,213,284,45369,126025,80656,126025
0,215,516,46225,312481,266256,312481
0,216,288,46656,129600,82944,129600
0,216,405,46656,210681,164025,210681
0,216,462,46656,260100,213444,260100
0,217,456,47089,255025,207936,255025
0,219,292,47961,133225,85264,133225
0,220,231,48400,101761,53361,101761
0,220,459,48400,259081,210681,259081
0,220,528,48400,327184,278784,327184
0,220,585,48400,390625,342225,390625
0,222,296,49284,136900,87616,136900
0,224,360,50176,179776,129600,179776
0,224,420,50176,226576,176400,226576
0,225,272,50625,124609,73984,124609
0,225,300,50625,140625,90000,140625
0,225,540,50625,342225,291600,342225
0,228,304,51984,144400,92416,144400
0,228,325,51984,157609,105625,157609
0,230,504,52900,306916,254016,306916
0,230,552,52900,357604,304704,357604
0,231,308,53361,148225,94864,148225
0,231,392,53361,207025,153664,207025
0,231,520,53361,323761,270400,323761
0,232,435,53824,243049,189225,243049
0,234,312,54756,152100,97344,152100
0,234,480,54756,285156,230400,285156
0,235,564,55225,373321,318096,373321
0,237,316,56169,156025,99856,156025
0,238,240,56644,114244,57600,114244
0,240,252,57600,121104,63504,121104
0,240,275,57600,133225,75625,133225
0,240,320,57600,160000,102400,160000
0,240,364,57600,190096,132496,190096
0,240,418,57600,232324,174724,232324
0,240,450,57600,260100,202500,260100
0,240,551,57600,361201,303601,361201
0,240,576,57600,389376,331776,389376
0,243,324,59049,164025,104976,164025
0,245,588,60025,405769,345744,405769
0,246,328,60516,168100,107584,168100
0,248,465,61504,277729,216225,277729
0,249,332,62001,172225,110224,172225
0,252,275,63504,139129,75625,139129
0,252,336,63504,176400,112896,176400
0,252,405,63504,227529,164025,227529
0,252,539,63504,354025,290521,354025
0,252,561,63504,378225,314721,378225
0,255,340,65025,180625,115600,180625
0,255,396,65025,221841,156816,221841
0,256,480,65536,295936,230400,295936
0,258,344,66564,184900,118336,184900
0,260,273,67600,142129,74529,142129
0,260,288,67600,150544,82944,150544
0,261,348,68121,189225,121104,189225
0,261,380,68121,212521,144400,212521
0,264,315,69696,168921,99225,168921
0,264,352,69696,193600,123904,193600
0,264,448,69696,270400,200704,270400
0,264,495,69696,314721,245025,314721
0,266,312,70756,168100,97344,168100
0,267,356,71289,198025,126736,198025
0,270,360,72900,202500,129600,202500
0,272,510,73984,334084,260100,334084
0,272,546,73984,372100,298116,372100
0,273,364,74529,207025,132496,207025
0,273,560,74529,388129,313600,388129
0,276,368,76176,211600,135424,211600
0,276,493,76176,319225,243049,319225
0,279,372,77841,216225,138384,216225
0,279,440,77841,271441,193600,271441
0,280,294,78400,164836,86436,164836
0,280,342,78400,195364,116964,195364
0,280,351,78400,201601,123201,201601
0,280,450,78400,280900,202500,280900
0,280,525,78400,354025,275625,354025
0,282,376,79524,220900,141376,220900
0,285,380,81225,225625,144400,225625
0,285,504,81225,335241,254016,335241
0,288,330,82944,191844,108900,191844
0,288,384,82944,230400,147456,230400
0,288,540,82944,374544,291600,374544
0,291,388,84681,235225,150544,235225
0,294,392,86436,240100,153664,240100
0,296,555,87616,395641,308025,395641
0,297,304,88209,180625,92416,180625
0,297,396,88209,245025,156816,245025
0,297,504,88209,342225,254016,342225
0,300,315,90000,189225,99225,189225
0,300,400,90000,250000,160000,250000
0,300,455,90000,297025,207025,297025
0,300,589,90000,436921,346921,436921
0,303,404,91809,255025,163216,255025
0,304,570,92416,417316,324900,417316
0,306,408,93636,260100,166464,260100
0,308,435,94864,284089,189225,284089
0,308,495,94864,339889,245025,339889
0,309,412,95481,265225,169744,265225
0,312,416,97344,270400,173056,270400
0,312,459,97344,308025,210681,308025
0,312,585,97344,439569,342225,439569
0,315,420,99225,275625,176400,275625
0,315,572,99225,426409,327184,426409
0,318,424,101124,280900,179776,280900
0,319,360,101761,231361,129600,231361
0,320,336,102400,215296,112896,215296
0,320,462,102400,315844,213444,315844
0,321,428,103041,286225,183184,286225
0,322,480,103684,334084,230400,334084
0,324,432,104976,291600,186624,291600
0,325,360,105625,235225,129600,235225
0,327,436,106929,297025,190096,297025
0,330,440,108900,302500,193600,302500
0,330,560,108900,422500,313600,422500
0,333,444,110889,308025,197136,308025
0,336,377,112896,255025,142129,255025
0,336,385,112896,261121,148225,261121
0,336,448,112896,313600,200704,313600
0,336,527,112896,390625,277729,390625
0,336,540,112896,404496,291600,404496
0,339,452,114921,319225,204304,319225
0,340,357,115600,243049,127449,243049
0,340,528,115600,394384,278784,394384
0,341,420,116281,292681,176400,292681
0,342,456,116964,324900,207936,324900
0,345,460,119025,330625,211600,330625
0,348,464,121104,336400,215296,336400
0,350,576,122500,454276,331776,454276
0,351,468,123201,342225,219024,342225
0,352,420,123904,300304,176400,300304
0,354,472,125316,348100,222784,348100
0,357,360,127449,257049,129600,257049
0,357,476,127449,354025,226576,354025
0,360,378,129600,272484,142884,272484
0,360,480,129600,360000,230400,360000
0,360,546,129600,427716,298116,427716
0,360,598,129600,487204,357604,487204
0,363,484,131769,366025,234256,366025
0,364,585,132496,474721,342225,474721
0,366,488,133956,372100,238144,372100
0,368,465,135424,351649,216225,351649
0,369,492,136161,378225,242064,378225
0,372,496,138384,384400,246016,384400
0,375,500,140625,390625,250000,390625
0,378,504,142884,396900,254016,396900
0,380,399,144400,303601,159201,303601
0,381,508,145161,403225,258064,403225
0,384,440,147456,341056,193600,341056
0,384,512,147456,409600,262144,409600
0,385,552,148225,452929,304704,452929
0,387,516,149769,416025,266256,416025
0,390,432,152100,338724,186624,338724
0,390,520,152100,422500,270400,422500
0,393,524,154449,429025,274576,429025
0,396,403,156816,319225,162409,319225
0,396,528,156816,435600,278784,435600
0,399,468,159201,378225,219024,378225
0,399,532,159201,442225,283024,442225
0,400,420,160000,336400,176400,336400
0,400,561,160000,474721,314721,474721
0,402,536,161604,448900,287296,448900
0,405,540,164025,455625,291600,455625
0,408,506,166464,422500,256036,422500
0,408,544,166464,462400,295936,462400
0,411,548,168921,469225,300304,469225
0,414,448,171396,372100,200704,372100
0,414,552,171396,476100,304704,476100
0,417,556,173889,483025,309136,483025
0,420,441,176400,370881,194481,370881
0,420,513,176400,439569,263169,439569
0,420,560,176400,490000,313600,490000
0,423,564,178929,497025,318096,497025
0,426,568,181476,504100,322624,504100
0,429,460,184041,395641,211600,395641
0,429,572,184041,511225,327184,511225
0,432,495,186624,431649,245025,431649
0,432,576,186624,518400,331776,518400
0,435,580,189225,525625,336400,525625
0,438,584,191844,532900,341056,532900
0,440,462,193600,407044,213444,407044
0,440,525,193600,469225,275625,469225
0,441,588,194481,540225,345744,540225
0,444,592,197136,547600,350464,547600
0,447,596,199809,555025,355216,555025
0,450,544,202500,498436,295936,498436
0,455,504,207025,461041,254016,461041
0,455,528,207025,485809,278784,485809
0,460,483,211600,444889,233289,444889
0,468,595,219024,573049,354025,573049
0,476,480,226576,456976,230400,456976
0,480,504,230400,484416,254016,484416
0,480,550,230400,532900,302500,532900
0,500,525,250000,525625,275625,525625
0,504,550,254016,556516,302500,556516
0,520,546,270400,568516,298116,568516
0,520,576,270400,602176,331776,602176
0,540,567,291600,613089,321489,613089
0,555,572,308025,635209,327184,635209
0,560,588,313600,659344,345744,659344
